step,reward
1871,-2.7172499999999955
2591,-2.8009935897435856
3239,-2.6450427350427317
3883,-2.4045277777777754
4557,-2.2926036324786305
5257,-2.16557051282051
5954,-1.8170876068376018
6576,-1.5665106837606804
7252,-1.2814999999999992
7949,-1.2061944444444443
8575,-1.050705128205128
9214,-0.993487179487179
9942,-0.6370576923076909
10545,-0.5370865384615378
11118,-0.4827467948717946
11719,-0.4691324786324787
12425,-0.3583012820512819
13088,-0.2450245726495726
13722,-0.20204487179487154
14408,-0.061257478632478726
15100,-0.029555555555555443
15755,0.0770128205128208
16506,0.03251495726495741
17252,0.08100106837606844
17938,0.11853632478632478
18639,0.21527350427350445
19358,0.17275747863247892
20000,0.26530021367521434
20692,0.2880288461538466
21436,0.20139423076923077
22263,0.17437820512820515
23726,0.2929920634920639
24422,0.3003952991452996
25185,0.3749059829059833
25878,0.3652863247863249
26594,0.344607905982906
27410,0.3288728632478633
28139,0.21279166666666666
28910,0.225851495726496
29701,0.3567660256410268
30469,0.3876677350427358
31101,0.3124166666666667
31709,0.25592948717948716
32347,0.3696538461538462
32935,0.30464636752136764
33487,0.25900854700854703
34116,0.19593162393162386
34718,0.2550192307692308
35286,0.34913247863247876
35898,0.26388995726495723
36468,0.34614423076923095
37048,0.35424786324786367
37589,0.32373717948717967
38175,0.3413215811965813
38735,0.32157585470085465
39295,0.3442756410256412
39884,0.31682692307692323
40434,0.32014102564102603
41021,0.314808760683761
41646,0.32934935897435924
42209,0.31123290598290626
42833,0.3067788461538463
43459,0.3464284188034191
44000,0.3369508547008549
44561,0.30075213675213675
45137,0.36906517094017127
45718,0.34104059829059835
46299,0.3481773504273503
46891,0.36904273504273516
47426,0.4275598290598292
48011,0.39755341880341927
48562,0.3989711538461542
49136,0.3983311965811967
49678,0.3681495726495727
50224,0.3637115384615386
50779,0.34556089743589763
51306,0.4033846153846159
51858,0.39721047008547045
52384,0.39220833333333344
52943,0.38030769230769246
53466,0.4247019230769231
54044,0.3548536324786327
54560,0.3641655982905986
55107,0.3600299145299149
55649,0.33209081196581225
56200,0.35253311965811973
56770,0.345888888888889
57412,0.4199220085470087
57897,0.42684829059829077
58456,0.4016698717948723
59023,0.36958974358974384
59582,0.39657905982905983
60142,0.44383547008547
60727,0.48460683760683765
61286,0.42485149572649594
61808,0.3545662393162395
62349,0.40192628205128267
62871,0.423084401709402
63422,0.48760576923076926
63944,0.4620758547008549
64573,0.4202147435897437
65127,0.40408867521367525
65703,0.4052286324786329
66287,0.45098183760683785
66849,0.46185683760683804
67445,0.43569337606837616
68005,0.39127136752136776
68510,0.41468376068376084
69067,0.4053418803418806
69608,0.42260256410256414
70172,0.40617307692307697
70832,0.3755213675213675
71529,0.3932532051282051
72234,0.39276175213675213
72918,0.3672521367521369
73604,0.425387820512821
74282,0.4356826923076926
74961,0.45900534188034203
75619,0.44941559829059824
76325,0.3824113247863249
77018,0.46932905982906054
77746,0.5065202991453004
78463,0.5216452991452998
79181,0.4981068376068375
79749,0.44802029914529906
80353,0.4972200854700859
80910,0.5363215811965814
81510,0.4876591880341886
82036,0.522944444444445
82580,0.5147371794871796
83144,0.5072831196581197
83706,0.5080630341880342
84280,0.5194540598290602
84795,0.49873076923077014
85362,0.5065213675213683
85929,0.5139668803418806
86482,0.5210630341880343
87047,0.49440705128205104
87640,0.5268141025641032
88169,0.5196089743589751
88701,0.5736816239316256
89219,0.5164850427350433
89739,0.46738995726495713
90328,0.4509615384615382
90981,0.39984935897435886
91649,0.4206207264957265
92245,0.41188247863247895
92868,0.4079316239316242
93392,0.4496153846153846
93945,0.43378846153846157
94508,0.4127094017094016
95152,0.4279177350427352
95714,0.43056089743589787
96297,0.45669444444444507
96902,0.4795972222222225
97486,0.4361677350427352
98025,0.4240021367521366
98688,0.48422649572649595
99226,0.49754700854700906
99730,0.4581100427350433
100251,0.4378888888888891
100751,0.4342863247863249
101244,0.4581485042735043
101748,0.4396848290598293
102269,0.43336752136752127
102763,0.474959401709402
103257,0.45200641025641086
103762,0.4362008547008548
104224,0.38943269230769234
104716,0.4151207264957264
105240,0.47223076923076984
105717,0.39160149572649605
106200,0.3536848290598295
106687,0.3548985042735045
107170,0.34878952991452994
107654,0.3721068376068376
108187,0.4045288461538462
108634,0.3938322649572653
109123,0.3677660256410259
109622,0.3839786324786326
110118,0.4277478632478634
110611,0.34700320512820515
111120,0.4027275641025643
111621,0.36975213675213675
112102,0.42493910256410306
112601,0.39152350427350474
113096,0.3856410256410258
113596,0.4060683760683762
114087,0.4063675213675213
114617,0.38213354700854707
115092,0.3721036324786328
115591,0.4587318376068381
116083,0.44615384615384646
116564,0.40498397435897443
117070,0.3832051282051284
117677,0.38050854700854725
118211,0.3441741452991453
118742,0.35077670940170963
119284,0.39911004273504286
119849,0.3848418803418804
