step,reward
927,-2.7169166666666618
1326,-2.773070512820508
1718,-2.7432435897435856
2109,-2.683683760683758
2542,-2.39876816239316
2957,-2.4530683760683734
3392,-2.1195929487179423
3852,-1.9620523504273457
4294,-1.822066239316237
4722,-1.9893835470085461
5152,-1.719780982905982
5595,-1.4206249999999991
6048,-1.297831196581194
6454,-1.178019230769229
6885,-1.1533814102564095
7308,-1.156360042735043
7695,-1.1086581196581191
8061,-0.9263621794871792
8404,-0.8539903846153846
8746,-0.8342435897435893
9095,-0.6776506410256407
9436,-0.5717318376068374
9777,-0.5320352564102562
10123,-0.5247467948717949
10474,-0.4657938034188033
10824,-0.34056623931623925
11150,-0.35704914529914533
11502,-0.3004091880341878
11845,-0.2752457264957262
12190,-0.27054380341880324
12535,-0.3221068376068376
12904,-0.06813247863247854
13219,-0.15608547008547002
13570,-0.11921794871794852
13931,-0.04221794871794855
14283,0.03455021367521395
14626,-0.019497863247862922
14970,-0.04698931623931601
15320,0.06921688034188077
15655,0.06736965811965838
16005,-0.010717948717948504
16348,0.047647435897436134
16700,0.0551570512820516
17048,0.0454113247863251
17417,0.07336324786324813
17745,0.06986645299145314
18086,0.1438750000000001
18440,0.07941987179487196
18786,0.08857799145299168
19139,0.19596794871794893
19520,0.10731196581196609
19841,0.17698931623931638
20187,0.1858910256410258
20529,0.14197008547008566
20883,0.10613141025641039
21229,0.11889636752136767
21573,0.12510790598290622
21926,0.16017094017094033
22268,0.1615160256410258
22617,0.18140598290598314
22976,0.1443311965811968
23321,0.14744017094017117
23672,0.17851068376068394
24036,0.1938728632478635
24366,0.21975000000000017
24715,0.2460833333333334
25062,0.2365876068376071
25410,0.22633440170940194
25755,0.23702243589743618
26135,0.27439636752136776
26457,0.35998717948717984
26805,0.3739465811965816
27150,0.36545405982906026
27504,0.3268931623931627
27849,0.3365405982905986
28197,0.34086217948717973
28549,0.31939529914529935
28894,0.35342094017094056
29242,0.41880982905982944
29590,0.35480662393162427
29939,0.3253888888888893
30291,0.34495085470085485
30660,0.38129380341880376
30999,0.3329017094017096
31357,0.29789102564102576
31706,0.2633461538461543
32059,0.24212713675213712
32411,0.24109615384615407
32785,0.25388995726495744
33107,0.281962606837607
33462,0.2897884615384617
33813,0.2594337606837608
34163,0.25925961538461567
34509,0.2676933760683762
34855,0.21359829059829075
35214,0.29801602564102586
35549,0.2215438034188036
35900,0.2332756410256411
36248,0.31757692307692326
36595,0.2836698717948719
36943,0.28340064102564116
37310,0.32672222222222247
37636,0.3397072649572654
37987,0.2830235042735046
38335,0.2765341880341883
38685,0.32434615384615423
39032,0.33882585470085486
39383,0.31989957264957297
39724,0.32454273504273545
40073,0.29694658119658146
40427,0.3234166666666668
40771,0.3487713675213678
41123,0.335766025641026
41472,0.28946153846153855
41825,0.2912029914529918
42161,0.3210149572649575
42509,0.35705555555555585
42852,0.40941880341880393
43195,0.37643269230769266
43548,0.35680662393162405
43923,0.31366987179487205
44256,0.37617948717948735
44599,0.34565811965811977
44946,0.3249038461538462
45290,0.33601282051282066
45629,0.31711004273504284
45971,0.29762927350427376
46328,0.3529871794871797
46670,0.3964465811965816
47018,0.36150427350427355
47365,0.3215747863247864
47716,0.3725320512820515
48055,0.3517702991452994
48414,0.3171367521367523
48744,0.3084732905982906
49094,0.3147222222222223
49433,0.37174893162393197
49789,0.3400982905982909
50138,0.38094764957264987
50512,0.3808814102564104
50869,0.35002350427350437
51261,0.34397756410256436
51621,0.35757692307692335
51982,0.3326250000000002
52357,0.38028952991453013
52744,0.39071047008547044
53076,0.3011613247863249
53442,0.3391228632478635
53837,0.40301175213675244
54214,0.4220769230769233
54584,0.35560042735042763
54950,0.3527756410256412
55348,0.3703397435897437
55701,0.3369690170940172
56081,0.31355128205128224
56481,0.35877777777777803
56918,0.401990384615385
57305,0.39971794871794886
57722,0.342715811965812
58066,0.3899946581196583
58424,0.3776826923076925
58778,0.35539957264957284
59124,0.3272286324786326
59471,0.35318696581196607
59815,0.3618782051282054
60169,0.37762820512820533
60514,0.39547222222222295
60858,0.3474615384615391
61196,0.421348290598291
61552,0.35001175213675234
61899,0.3186570512820514
62289,0.36904380341880366
62622,0.40561111111111153
62965,0.4438782051282061
63304,0.41050320512820565
63654,0.30899679487179516
64002,0.31129380341880347
64388,0.3223012820512822
64709,0.3465555555555558
65053,0.38448183760683813
65396,0.3866655982905987
65741,0.3276538461538466
66090,0.41513782051282094
66439,0.45980662393162414
66800,0.3474615384615386
67137,0.38981089743589803
67497,0.36728632478632545
67848,0.4111143162393166
68197,0.4256485042735045
68540,0.42935149572649584
68906,0.3971185897435901
69225,0.4040844017094024
69565,0.3608600427350432
69915,0.35381623931623946
70267,0.42304807692307705
70610,0.37123076923076936
70987,0.3324433760683763
71299,0.30872008547008567
71640,0.31623076923076965
71989,0.36120512820512857
