Id,step,cfg,width,height,token_count,sampler,Duration
10275,20,7.0,1024,768,20,8,4689
55412,20,9.0,512,512,46,8,1832
2589,20,7.0,512,512,73,8,1950
47369,20,14.0,512,704,29,8,2213
52502,20,7.0,512,512,78,8,1823
15929,20,7.0,512,512,14,8,1471
47870,47,7.0,576,768,61,8,5553
17377,20,7.0,512,512,5,8,1979
5353,50,15.0,512,512,74,8,3503
17053,50,15.0,704,512,47,3,5099
14768,20,7.0,768,512,59,8,2180
51369,20,7.0,512,512,22,8,1916
33593,20,10.0,512,704,40,8,2203
36960,20,1.0,1024,512,1,8,2116
46246,20,10.0,640,512,50,8,1788
11577,20,7.0,512,512,27,8,2122
3166,20,7.0,896,512,13,8,2586
22166,20,7.0,512,512,14,8,1485
28588,20,7.0,512,512,6,8,1985
35514,20,7.0,512,512,50,8,1837
29466,20,7.0,512,512,13,8,1969
48471,50,10.0,512,768,24,8,5279
22287,20,7.0,512,512,8,8,2016
30638,20,7.0,512,768,70,8,2169
59172,20,7.0,512,512,46,8,1854
2289,20,7.0,896,512,51,8,2861
51357,20,7.0,512,512,18,8,1861
54864,50,5.0,512,704,56,8,5064
25000,20,10.0,512,512,8,8,1466
12952,20,7.0,512,512,52,8,1831
12455,50,15.0,512,512,37,8,3797
55674,20,7.0,512,512,7,8,1477
5482,20,7.0,512,512,23,8,1764
34710,20,7.0,512,704,61,8,2117
4990,20,7.0,896,512,43,8,2496
13423,50,7.0,512,704,30,8,4623
38154,20,7.0,576,576,38,8,2173
49563,20,7.0,512,512,7,8,1480
4781,20,7.0,512,512,17,8,1495
47556,32,12.0,512,512,38,8,2242
14928,20,7.0,512,512,47,8,2049
39112,20,8.0,512,768,48,8,2157
11654,20,7.0,768,512,22,8,2166
11288,20,7.0,512,512,11,8,1828
16623,50,15.0,768,512,74,8,5142
25382,20,7.0,512,512,43,8,1793
41017,20,7.0,512,512,23,8,1788
2121,20,7.0,704,512,15,8,2051
25270,20,7.0,512,512,7,8,1454
49502,20,14.0,512,704,37,8,1952
28059,20,7.0,512,512,9,8,1772
50992,29,10.0,512,640,20,8,2723
33812,20,10.3,512,512,10,8,1492
21551,20,7.0,512,512,3,8,1461
18602,20,7.0,512,512,11,8,1798
57507,20,10.0,512,704,74,8,2187
29692,20,7.0,512,512,18,8,1751
26892,20,7.0,512,512,6,8,1741
52272,20,12.5,512,512,81,8,1864
15761,20,7.0,1024,1024,36,8,6797
23622,20,7.0,512,512,47,8,1480
14080,50,12.0,512,768,56,8,5114
56967,20,7.0,512,512,9,8,1676
44122,41,7.0,512,768,77,8,4265
44416,20,7.0,512,1024,11,8,2904
46830,20,7.0,960,512,31,8,2964
48013,20,7.0,512,512,43,8,1680
7239,20,7.0,512,512,30,8,1705
52224,20,7.0,512,512,37,8,1881
6864,35,7.0,512,512,17,8,2458
11121,20,7.0,512,512,8,8,1469
14944,50,7.0,512,768,55,8,5204
11795,35,7.0,512,512,63,8,2672
52821,50,4.0,512,768,77,8,5143
7430,34,9.9,512,768,66,8,3543
49281,20,7.0,768,512,74,8,2168
53249,20,7.0,512,512,46,8,1605
13465,20,7.0,512,512,46,8,1632
54543,20,7.0,512,512,22,8,1591
45380,20,7.0,512,512,68,8,1617
39860,20,7.0,512,704,66,8,1974
54515,20,7.0,512,512,14,8,1596
24928,20,7.0,512,512,24,8,1765
34610,20,10.0,1024,512,24,8,2903
7462,34,9.9,512,768,50,8,3580
43442,20,7.0,512,512,33,8,1459
19624,20,7.0,512,512,25,8,1630
50934,20,7.0,512,512,16,8,1568
31737,20,7.0,512,512,11,8,1456
3930,35,7.0,512,512,78,8,2452
51165,20,12.0,512,704,47,8,1986
10343,20,7.0,512,512,48,8,1465
29077,20,7.0,512,512,17,8,1541
48492,20,7.0,1024,576,16,8,3280
35670,20,7.0,512,512,2,8,1466
11080,20,7.0,512,512,10,8,1551
46482,50,7.0,768,768,15,8,7762
1179,20,7.0,512,512,42,8,1661
24695,20,7.0,1024,768,23,8,4662
28684,20,7.0,512,512,61,8,1575
56949,20,7.0,512,512,86,8,1461
25812,50,20.0,512,512,10,8,3493
16193,20,7.0,512,512,22,8,1465
24971,20,16.0,512,512,31,8,1565
22780,23,7.0,512,576,13,8,1933
22883,20,7.0,512,512,29,8,1459
27645,20,7.0,512,512,11,8,1617
16924,20,7.0,704,512,14,8,1989
55235,20,7.0,512,512,55,8,1482
43212,17,15.0,512,768,105,8,1870
38661,20,7.0,768,512,37,8,2174
40192,20,7.0,512,768,60,8,2171
11812,50,7.0,512,512,65,8,3445
55460,20,7.0,512,512,23,8,1467
19725,20,10.0,768,512,52,8,2173
57375,20,7.0,512,512,15,8,1802
49240,20,7.0,512,512,29,8,1728
42360,20,7.0,512,512,22,8,1506
22154,20,7.0,512,512,12,8,1935
6372,20,7.0,512,512,21,8,1832
3251,20,7.0,512,512,37,8,1465
53336,20,7.0,512,512,32,8,1733
21304,20,7.0,512,512,66,8,1468
38441,20,7.0,512,512,28,8,1529
27776,20,7.0,512,512,48,8,1773
9645,20,7.0,512,512,5,8,1711
35099,20,8.0,640,640,55,1,2298
3673,20,7.0,512,512,13,8,1472
39723,20,14.0,512,768,66,8,2313
58817,50,7.0,512,512,18,8,3441
16683,35,7.0,512,512,39,8,2893
7710,20,7.0,512,512,31,8,1717
2112,20,7.0,704,512,14,8,2204
19165,50,20.0,960,512,27,8,6426
56835,20,7.0,704,512,26,8,2139
28243,20,7.0,512,512,53,8,1456
36143,20,7.0,512,512,76,8,1680
27544,20,7.0,512,512,35,8,1754
666,20,7.0,704,832,47,8,3318
33480,20,7.0,512,512,16,8,1475
4756,50,16.0,512,704,59,8,5013
44386,20,7.0,512,512,53,8,1461
50618,20,7.0,960,1088,66,8,6968
18243,20,7.0,704,512,17,8,2105
37584,20,7.0,512,704,45,8,1964
3767,20,18.0,512,896,101,8,2530
19449,20,7.0,512,512,4,8,1463
53714,20,7.0,512,512,25,8,1677
19734,20,7.0,512,512,14,8,1471
13509,26,7.0,704,512,29,8,2653
53014,20,7.0,512,512,11,8,1457
23811,20,7.0,512,512,26,8,1700
28052,15,15.0,512,512,89,8,1432
22839,20,7.0,512,768,12,8,2160
16069,20,7.0,512,512,5,8,1458
55272,20,7.0,768,512,75,8,2311
446,50,15.0,512,512,57,8,3669
10708,50,7.0,512,512,64,8,3707
34804,20,10.0,1024,704,40,8,4209
4196,50,8.0,512,704,52,8,4866
56659,50,7.0,512,512,13,8,3589
15347,47,18.0,512,704,63,8,4467
31010,20,14.0,512,768,79,8,2155
38891,20,7.0,640,640,51,8,2365
39833,20,7.0,512,896,45,8,2476
37231,20,7.0,512,512,44,8,1648
38756,20,12.0,1280,704,78,8,5596
23450,20,7.0,512,512,36,8,1838
6175,20,7.0,704,512,11,8,2336
45538,50,7.0,640,640,77,8,5346
35598,20,15.0,512,512,10,8,1614
5607,20,10.0,960,512,77,8,2725
39120,20,8.0,512,768,52,8,2183
7280,20,7.0,512,512,55,8,1674
29773,20,7.0,512,512,7,8,1461
1543,20,7.0,512,512,56,8,1750
35237,20,7.0,512,512,46,8,1470
22571,20,7.0,512,512,59,8,1458
30454,20,7.0,512,512,110,8,1498
13050,20,7.0,512,512,2,8,1677
35293,20,11.0,1024,704,28,8,4199
29755,20,7.0,512,512,12,8,1481
38649,20,7.0,512,512,14,8,2225
47020,20,7.0,512,768,89,8,2264
20218,20,7.0,1024,576,54,8,3282
40937,20,7.0,704,896,58,8,3809
31458,20,15.0,512,896,72,8,2562
37786,20,7.0,512,512,27,8,1694
34422,20,7.0,768,512,26,8,2284
51401,20,7.0,512,512,10,8,1473
52568,20,7.0,512,512,34,8,1712
16329,20,7.0,512,512,50,8,1746
25867,20,7.0,512,512,10,8,1493
11247,50,20.0,512,512,22,8,3680
30729,20,7.0,512,576,51,8,1761
52994,20,7.0,512,512,89,8,1465
45776,20,7.0,640,512,70,8,1885
20655,50,7.0,704,512,18,8,4689
45128,20,7.0,512,512,21,8,1693
26856,20,7.0,512,512,21,8,1456
7170,20,7.0,512,512,22,8,1464
56927,20,7.0,704,512,53,8,1976
50933,20,7.0,512,512,14,8,1455
11581,20,7.0,512,512,22,8,1689
50350,50,15.0,512,704,73,8,4625
50260,20,7.0,512,512,29,8,1672
48057,26,7.0,896,512,19,8,3177
29099,20,7.0,512,512,72,8,1618
50061,50,10.0,768,512,64,8,5183
31039,20,14.0,512,704,77,8,2034
27112,20,7.0,512,512,68,8,1455
31141,20,7.0,512,512,13,8,1649
21029,20,7.0,704,512,8,8,2139
42460,20,7.0,1024,576,6,8,3284
50830,20,9.0,640,512,30,3,1817
22599,20,14.0,512,640,71,8,1806
42330,20,3.0,704,512,43,8,1972
38702,20,7.0,512,512,9,8,1455
33365,20,15.0,512,512,16,8,1674
22556,20,7.0,768,512,62,8,2171
37645,20,11.0,512,512,27,8,1590
23181,20,7.0,1024,1024,68,8,6851
4134,20,7.0,512,512,8,8,1469
45397,7,7.0,512,512,19,8,616
48493,20,7.0,512,512,16,8,1593
9176,50,7.0,512,512,59,8,3608
28989,20,7.0,512,512,11,8,1501
52093,20,7.0,512,512,51,8,1627
43307,20,7.0,512,512,44,8,1474
50662,20,7.0,512,704,8,8,2080
10807,20,7.0,512,512,40,8,2514
52547,20,7.0,512,512,58,8,1479
44329,20,7.0,512,512,28,8,1569
49677,20,7.0,512,512,47,8,1468
54976,20,7.0,512,512,48,8,1575
24813,35,6.0,512,512,13,8,2564
36559,20,5.0,512,704,77,8,1949
39455,20,5.0,512,704,41,8,1954
16264,47,18.0,512,704,65,8,4355
30341,20,7.0,512,512,16,8,1454
7121,20,7.0,512,512,44,8,1527
40651,20,7.0,512,512,14,8,1811
32229,20,7.0,512,768,8,8,3003
22323,20,7.0,512,704,77,8,1982
17479,20,7.0,512,512,37,8,1603
42416,20,7.0,512,512,12,8,1624
58597,20,7.0,512,512,13,8,1459
30334,20,7.0,512,512,134,8,1459
14551,20,7.0,512,768,33,8,2165
23525,20,7.0,512,512,13,8,1460
56867,20,7.0,1280,704,56,8,5605
29768,20,7.0,512,512,7,8,1489
54267,20,9.0,512,768,27,8,2195
34108,20,7.0,640,512,21,8,1783
44798,20,7.0,512,768,28,8,2173
38005,20,7.0,512,512,27,8,1603
37390,20,7.0,512,512,17,8,1518
33999,20,8.0,640,640,68,1,2298
51890,29,10.0,896,512,13,8,3522
556,20,7.0,832,512,21,8,2329
44766,42,7.0,512,512,60,8,3040
27449,20,7.0,704,1280,38,8,5585
38845,20,7.0,704,896,55,8,3589
30180,20,7.0,512,512,34,8,1612
56579,20,7.0,512,512,33,8,1498
30346,20,7.0,512,512,7,8,1454
30974,20,14.0,1024,512,62,8,2900
34536,20,16.0,704,512,43,8,1974
44789,20,7.0,576,512,15,8,1639
14335,20,7.0,512,768,60,8,2172
6855,35,7.0,512,512,10,8,2492
52703,20,7.0,512,512,42,8,1468
3774,20,18.0,512,1024,91,8,2904
52664,50,5.0,512,512,38,8,3460
23832,20,7.0,512,512,50,8,1489
29954,20,7.0,512,512,9,8,1474
41449,20,7.0,1280,640,46,8,4968
42361,20,7.0,512,512,13,8,1451
5068,20,7.0,960,512,43,8,2711
32397,20,13.0,832,832,80,8,4029
37238,20,13.0,832,832,49,8,4217
48956,50,10.0,512,704,28,8,5213
21041,20,7.0,768,768,31,8,3284
56598,20,7.0,512,512,45,8,2285
56693,27,7.0,512,512,7,8,1933
6163,20,7.0,704,512,21,8,2732
45993,20,7.0,512,512,40,8,2162
49706,50,13.0,512,704,55,4,5299
56268,38,20.0,512,704,11,8,3559
55768,20,7.0,512,768,79,8,2694
50438,20,7.0,512,512,57,8,2233
56018,20,7.0,512,512,22,8,2092
28745,20,7.0,512,512,14,8,2217
13983,20,7.0,512,512,21,8,2366
47433,20,7.0,512,512,49,8,1471
50115,20,7.0,512,512,20,8,1460
55830,20,10.0,640,512,58,8,1790
23352,20,7.0,512,512,9,8,1444
44847,50,15.0,768,512,107,8,5564
13467,20,7.0,512,704,49,8,2638
32367,20,7.0,512,512,42,8,2281
33578,20,10.0,1024,512,27,8,2906
24527,20,7.0,512,512,38,8,1465
10844,20,7.0,512,512,26,8,1697
6236,20,7.0,512,512,14,8,1620
52553,20,7.0,1024,1024,52,8,6796
24871,20,7.0,512,512,23,8,1654
43091,20,7.0,512,512,56,8,1652
13303,20,7.0,512,512,55,8,1936
10671,49,13.3,704,512,79,8,4629
20402,20,18.0,704,512,43,3,1991
54928,20,7.0,512,512,43,8,1458
12932,20,7.0,512,512,27,8,1643
13373,20,7.0,512,512,7,8,1648
21120,20,12.0,640,768,24,8,2705
27402,20,7.0,512,512,23,8,1812
56380,20,7.0,768,1088,58,8,5132
37565,20,7.0,512,512,10,8,1637
50388,20,7.0,512,512,14,8,1609
9597,17,10.0,1024,512,87,8,2508
33436,20,14.0,1024,512,6,8,2899
42976,20,7.0,512,512,63,8,1462
52018,20,12.0,1024,576,66,8,3349
4681,20,7.0,512,512,22,8,1590
9490,20,7.0,512,512,6,8,1493
43312,20,7.0,512,512,20,8,1567
30642,20,12.0,512,640,34,8,1819
38354,20,9.0,512,768,83,8,2181
24656,20,5.0,512,640,5,8,1816
30163,20,7.0,512,512,11,8,1603
38547,20,7.0,512,512,36,8,1641
53372,20,7.0,768,512,42,8,2198
25958,20,7.0,512,512,6,8,1581
41644,20,7.0,512,512,14,8,2323
8227,20,10.0,1024,512,98,8,2902
21026,20,7.0,704,512,8,8,1970
4793,20,7.0,512,512,48,8,1553
31656,20,10.0,512,512,60,8,1467
16557,20,12.0,896,896,46,8,4886
9122,20,7.0,704,512,32,8,1989
31792,20,7.0,512,640,28,8,1815
18545,20,7.0,512,512,33,8,1593
35961,20,7.0,512,512,54,8,1552
43734,20,7.0,768,512,16,8,2170
46609,20,7.0,512,704,41,8,2008
41402,20,7.0,512,512,38,8,1525
33618,20,7.0,512,512,7,8,1473
28435,20,7.0,768,1024,7,8,4679
22087,20,7.0,512,1536,29,8,4684
10995,50,7.0,512,512,42,8,3461
37926,20,10.0,1024,512,50,8,2906
29101,20,7.0,512,512,73,8,1454
16920,20,7.0,704,512,14,8,1980
4578,20,7.0,512,768,14,8,2151
5320,50,7.0,512,512,8,8,3486
12855,20,7.0,512,512,32,8,1471
39163,20,7.0,512,704,51,8,1961
28879,20,7.0,512,512,9,8,1452
22559,20,7.0,512,512,27,8,1501
25955,20,16.0,512,512,39,8,1482
39737,20,14.0,512,768,69,8,2151
46841,20,7.0,960,512,38,8,2712
43164,20,7.0,512,512,25,8,1488
17944,20,9.0,512,640,81,8,1780
53594,20,7.0,512,704,51,8,1955
36965,20,7.0,512,512,8,8,1469
28943,20,7.0,512,512,14,8,1483
33757,20,7.0,512,512,10,8,1552
27488,20,7.0,512,512,25,8,1486
29179,20,7.0,512,832,11,8,2315
23079,20,7.0,512,512,13,8,1491
2721,20,7.0,512,704,56,8,1958
58786,50,15.0,512,704,73,8,4632
24047,20,7.0,512,512,18,8,1867
41938,20,7.0,512,768,59,8,2715
30706,20,7.0,512,576,39,8,2415
40871,20,7.0,704,896,51,8,3627
27313,20,7.0,512,1024,13,8,3659
13493,20,12.0,1024,576,43,8,3686
57168,20,13.0,1280,768,63,8,6253
25644,44,16.0,512,512,38,8,3071
50730,20,7.0,512,512,10,8,1466
30889,20,7.0,768,512,12,8,2160
33571,20,18.0,512,704,68,8,2674
6239,20,7.0,512,512,7,8,2163
28341,20,7.0,512,512,53,8,2419
32898,20,7.0,512,512,2,8,2314
11838,20,7.0,512,512,12,8,2459
55719,50,15.0,512,640,54,8,4244
9934,20,7.0,896,576,30,8,3511
14485,20,7.0,512,512,9,8,1461
53028,50,9.0,512,512,10,8,3455
13080,23,7.0,704,704,71,8,3449
55606,20,7.0,512,512,6,8,2283
5120,20,7.0,512,512,24,8,2326
42586,20,7.0,512,512,9,8,2394
42749,20,7.0,960,512,8,8,3087
5110,20,7.0,640,512,25,8,1844
45481,20,7.0,512,512,15,8,2262
44995,20,7.0,512,512,54,8,1502
34629,20,7.0,512,512,21,8,2476
47401,35,8.0,512,512,28,8,3315
28188,20,7.0,1024,1024,19,8,6893
12916,20,7.0,512,512,7,8,2162
39781,20,9.0,512,768,82,8,2896
20690,20,12.0,512,512,101,8,2259
24391,20,7.0,512,512,17,8,1481
5527,50,10.0,512,704,65,8,4650
9629,20,7.0,512,512,9,8,2299
14420,20,7.0,512,704,42,8,1952
2952,20,7.0,512,512,53,8,2051
51193,20,7.0,512,512,13,8,2247
36398,20,9.0,512,512,19,8,1477
47285,20,7.0,512,512,36,8,1992
16378,35,7.0,512,640,17,8,3615
32155,20,15.0,704,704,44,8,2752
47425,41,15.0,512,640,43,8,4031
55942,50,7.0,512,704,28,8,5023
9369,50,7.0,512,704,28,8,5016
12069,50,7.0,512,832,30,8,5491
20999,20,7.0,704,512,12,8,2652
38134,20,10.0,512,640,32,8,1790
37562,20,7.0,1024,512,72,8,2991
18039,20,7.0,1024,768,68,8,4984
14614,20,7.0,512,704,62,8,1954
10062,3,9.5,512,640,45,8,395
5279,20,7.0,704,448,52,8,1801
42453,20,7.0,1024,576,9,8,3617
6051,50,14.0,512,704,72,8,4635
2017,50,7.0,512,768,75,8,5135
52760,20,7.0,640,512,24,8,2438
25146,20,7.0,512,832,63,8,2313
42730,20,7.0,512,768,65,8,2164
31404,20,16.0,512,768,62,4,2193
2245,20,7.0,1024,512,24,8,2897
26912,50,5.0,512,512,12,8,4107
4722,20,7.0,512,512,25,8,1507
7207,20,7.0,704,512,71,8,2834
49723,20,7.0,512,512,13,8,2297
24393,20,7.0,512,512,65,8,2404
1674,20,7.0,512,512,26,8,2108
5401,50,18.0,512,512,62,8,3713
16723,35,7.0,512,640,77,8,3009
57081,20,7.0,512,512,35,8,1568
5524,20,7.0,512,512,30,8,1462
34213,20,12.0,512,512,53,8,2043
9995,20,7.0,512,512,37,8,2261
13345,20,10.5,512,512,32,8,2055
19913,50,7.0,512,512,30,8,4275
31661,20,7.0,512,512,7,8,2178
30497,20,7.0,512,512,13,8,1485
45616,27,10.0,640,704,46,8,3564
24270,50,13.0,512,768,63,8,5446
6517,20,7.0,512,512,7,8,1913
54599,20,7.0,512,704,51,8,1965
19845,20,7.0,1024,576,15,8,3706
10819,20,7.0,512,512,47,8,1477
6191,9,10.0,704,512,7,8,1446
25575,20,7.0,512,640,77,8,1778
18951,20,7.0,512,512,29,8,2073
51923,20,7.0,512,512,7,8,1470
21897,20,7.0,512,512,6,8,1460
11174,50,7.0,512,512,12,8,3455
33359,20,10.0,768,512,61,8,2777
26180,20,7.0,512,512,16,8,2158
37227,20,7.0,512,512,49,8,1942
47642,41,12.5,512,640,58,8,3913
18251,20,7.0,512,512,70,8,1462
47798,20,7.0,512,512,23,8,1461
41414,20,7.0,512,512,16,8,2088
55036,20,7.0,512,512,86,8,2189
47114,20,9.0,512,512,26,8,1495
19261,20,7.0,704,512,27,8,2305
55868,20,7.0,512,512,3,8,2253
