Id,step,cfg,width,height,token_count,sampler,Duration
18653,20,7.0,1984,320,4,8,4537
8911,50,10.0,512,512,77,8,3772
34682,20,9.1,1024,512,48,3,3173
36290,20,7.0,768,768,46,8,3390
37852,20,7.0,512,512,9,8,1776
28634,20,7.0,512,512,14,8,1762
35471,20,11.0,768,512,26,8,2339
42193,20,10.0,768,768,58,8,3407
4164,50,5.0,512,704,73,8,4889
49452,20,7.0,512,512,44,8,1747
41920,20,7.0,512,512,52,8,1752
14919,20,7.0,512,512,10,8,1707
50843,20,7.0,512,640,32,8,2007
40496,15,10.0,512,704,75,8,1769
46833,20,10.0,960,512,45,8,2944
38928,20,10.0,768,768,58,8,3407
46012,44,19.0,512,640,74,8,3855
34953,20,7.0,512,512,67,8,1757
32845,20,12.0,512,512,22,8,1784
5640,20,12.0,512,704,19,8,2145
57494,20,7.0,448,640,56,8,1946
58701,20,7.0,512,512,18,8,1763
15786,20,7.0,512,512,45,8,1750
57465,20,7.0,512,512,54,8,1740
43023,20,7.0,512,512,60,8,1812
24988,20,12.0,512,512,20,8,1732
25202,20,7.0,512,512,23,8,1764
18556,20,7.0,512,512,69,8,1774
17147,44,17.0,512,704,66,8,4363
27726,20,7.0,512,512,3,8,1682
25564,11,12.0,704,512,19,8,1384
9111,20,12.0,512,704,56,8,2150
24097,20,7.0,512,512,8,8,1736
46952,50,11.0,512,576,43,8,3956
35630,20,7.0,512,512,8,8,1736
16579,20,13.0,1472,704,59,8,6499
45885,20,7.0,512,768,59,8,2379
20522,20,7.0,1024,768,73,8,4905
48278,20,7.0,512,512,47,8,1748
42883,20,7.0,512,896,46,8,2628
45586,20,7.0,1024,576,9,8,3378
58534,20,7.0,512,512,12,8,1773
9140,50,12.0,512,704,62,8,4914
51557,20,7.0,512,512,20,8,1742
35808,20,6.0,640,768,53,8,2724
58214,20,7.0,512,512,77,8,1775
6600,20,7.0,512,704,79,8,2175
54008,20,5.0,512,640,16,8,1974
28573,20,7.0,512,1280,19,8,4024
30828,20,7.0,512,512,7,8,1723
26390,20,12.0,512,768,5,8,2390
49441,20,7.0,640,640,38,8,2371
53946,20,7.0,704,512,24,8,2188
40911,20,7.0,896,896,59,8,5006
33533,20,7.0,512,512,12,8,1773
38734,20,12.0,1280,704,68,8,5636
55034,20,7.0,512,512,18,8,1763
51709,20,7.0,640,448,44,8,1918
8954,20,7.0,512,512,28,8,1721
20002,20,7.0,704,1280,5,8,5048
47482,20,7.0,1024,576,9,8,3378
36333,20,7.0,512,768,79,8,2405
11217,50,20.0,512,512,19,8,3724
36100,20,7.0,512,512,25,8,1708
27083,20,7.0,512,512,27,8,1721
395,30,7.0,512,512,21,8,2363
54438,50,7.0,1024,512,23,8,6879
20293,20,7.0,512,512,9,8,1776
41815,20,7.0,512,512,36,8,1763
24659,20,7.0,512,512,4,8,1697
21417,31,7.0,512,512,10,8,2296
11502,20,7.0,512,512,28,8,1721
3323,20,10.0,704,512,9,8,2344
25576,20,7.0,512,640,78,8,2056
19665,20,10.0,512,704,70,8,2078
11113,20,7.0,512,512,21,8,1773
9038,20,7.0,512,512,6,8,1758
25978,15,7.0,448,512,41,8,1626
9155,20,7.0,512,512,5,8,1770
39983,20,7.0,704,896,59,8,3673
11148,20,7.0,768,768,64,8,3389
28667,35,7.0,704,512,20,1,3513
45445,35,10.0,512,832,30,8,3963
23351,20,15.0,768,512,13,8,2298
14667,50,7.0,896,512,40,8,6045
27164,20,7.0,1280,512,46,8,3928
44430,20,7.0,512,512,34,8,1716
9494,20,7.0,512,512,5,8,1770
26717,20,7.0,512,512,8,8,1736
50313,50,10.0,896,512,67,8,6002
12398,20,7.0,512,512,26,8,1721
43559,20,7.0,512,512,17,8,1763
33465,20,7.0,512,512,43,8,1747
6078,20,7.0,1024,512,33,8,3002
13477,20,12.0,1024,576,33,8,3340
34700,20,13.0,512,704,64,8,2102
31097,20,14.0,512,768,75,8,2292
16363,20,7.0,512,512,17,8,1763
43576,20,7.0,512,512,49,8,1766
23915,20,7.0,512,512,17,8,1763
41176,20,13.0,704,704,76,8,2876
35618,20,7.0,512,512,13,8,1762
12183,20,7.0,512,512,3,8,1682
34727,20,10.0,640,768,70,8,2692
28393,20,7.0,512,512,4,8,1697
25606,20,7.0,1024,512,10,8,2991
48842,50,10.0,960,512,52,8,6296
14172,50,9.0,512,768,74,8,5339
22879,20,7.0,512,576,41,8,1858
36200,20,7.0,512,1024,42,8,2962
6218,20,7.0,512,512,31,8,1785
727,20,7.0,768,512,20,8,2327
14918,20,7.0,512,512,10,8,1707
45891,20,7.0,512,768,53,8,2349
44575,30,18.5,512,768,84,8,3294
20964,50,12.0,512,512,36,8,3791
8723,20,7.0,512,512,22,8,1766
2364,20,15.0,512,704,55,8,2103
13527,8,7.0,512,512,9,8,1000
57120,20,7.0,512,704,49,8,2131
16084,44,17.0,512,704,97,8,4270
20080,20,7.0,512,704,33,8,2088
27109,20,7.0,512,512,62,8,1806
56670,20,7.0,512,512,57,8,1823
14354,20,12.0,512,512,97,8,1696
30537,35,7.0,512,512,6,8,2766
30715,20,7.0,512,576,41,8,1858
7185,20,7.0,512,512,21,8,1773
14122,20,7.0,512,704,29,8,2129
45316,20,7.0,512,768,41,8,2330
37234,20,7.0,512,512,50,8,1756
56649,20,7.0,512,512,17,8,1763
45369,50,7.0,768,768,42,8,7921
43037,20,7.0,512,512,61,8,1815
28208,20,7.0,512,704,44,8,2112
1368,48,15.0,768,512,66,8,4937
10123,20,7.0,512,512,17,8,1763
58779,35,7.0,832,512,8,8,4261
58812,20,7.0,512,512,36,8,1763
40093,20,7.0,512,768,68,8,2344
49562,20,7.0,512,512,22,8,1766
46135,20,7.0,512,512,7,8,1723
12794,20,4.25,1024,512,23,8,2908
53650,20,7.0,512,512,34,8,1716
57917,20,7.0,512,768,38,8,2366
3939,35,7.0,512,640,13,8,3205
5428,20,7.0,512,512,6,8,1758
1775,20,7.0,512,512,17,8,1763
46329,50,7.0,512,512,33,8,3735
5519,50,13.0,512,704,67,8,4834
56226,20,7.0,512,512,46,8,1750
43420,20,7.0,1024,512,29,8,3018
15659,50,7.0,896,512,32,8,6044
32843,20,7.0,768,1280,41,8,5826
33604,20,7.0,512,512,27,8,1721
23814,20,7.0,512,1280,70,8,4108
55349,35,9.0,512,640,18,8,3187
19111,20,7.0,768,512,20,8,2327
33780,20,7.0,512,768,35,8,2358
25390,50,14.0,512,512,16,8,3696
34311,20,7.0,512,512,17,8,1763
55006,20,7.0,512,512,20,8,1742
14199,20,10.0,768,512,42,8,2318
27627,20,7.0,512,512,28,8,1721
21975,50,7.0,512,512,21,8,3777
50379,20,7.0,512,512,9,8,1776
5464,20,7.0,1024,1024,78,8,6705
54205,35,15.0,512,768,51,8,3726
58924,20,7.0,512,512,42,8,1747
18491,20,7.0,512,512,6,8,1758
55221,20,7.0,512,512,79,8,1824
27709,20,7.0,512,512,8,8,1736
52469,20,7.0,512,512,17,8,1763
35524,20,7.0,512,512,3,8,1682
6508,20,7.0,512,512,1,8,1664
41745,20,7.0,512,512,38,8,1772
677,38,19.0,1280,512,46,3,7071
45160,20,7.0,512,512,37,8,1763
50364,20,7.0,512,512,17,8,1763
49113,20,7.0,512,512,10,8,1707
45244,20,7.0,768,768,66,8,3378
30111,20,7.0,512,512,16,8,1743
57078,50,15.0,512,512,77,8,3738
27258,50,7.0,512,512,82,8,3713
40006,20,7.0,512,512,42,8,1747
25275,20,7.0,512,640,22,8,2031
46037,20,7.0,512,512,91,8,1719
19267,50,7.0,512,512,41,8,3758
36661,20,10.0,512,768,60,8,2371
53822,20,7.0,512,512,18,8,1763
55793,50,12.0,512,704,67,8,4862
6266,20,7.0,512,512,72,8,1791
6902,20,7.0,768,512,23,8,2349
16610,50,15.0,512,640,61,8,4370
13098,20,7.0,512,512,12,8,1773
42208,20,7.0,768,768,58,8,3408
46512,20,7.0,512,512,39,8,1787
18568,20,7.0,512,512,28,8,1721
45452,35,10.0,512,640,47,8,3144
45463,35,10.0,512,640,54,8,3123
45872,20,7.0,512,768,55,8,2320
42010,20,7.0,512,512,8,8,1736
10368,20,7.0,512,512,6,8,1758
25460,5,7.0,1088,512,8,8,1260
47530,20,7.0,1024,576,7,8,3388
12282,20,7.0,512,512,37,8,1763
31696,20,7.0,704,704,65,8,2880
6208,20,7.0,512,512,36,8,1763
19550,44,17.0,640,640,84,8,4854
9113,50,2.8,512,512,52,2,4113
9043,20,7.0,512,512,40,8,1759
45833,50,10.0,512,768,56,8,5303
13410,20,7.0,512,512,3,8,1682
14681,20,7.0,512,768,22,8,2338
3099,41,18.0,512,704,81,8,4232
35594,20,7.0,512,512,32,8,1726
28686,20,7.0,512,512,61,8,1815
16418,20,12.0,1024,576,32,8,3340
50723,20,7.0,512,512,24,8,1761
57492,20,7.0,448,640,58,8,1941
42309,20,7.0,512,512,28,8,1721
41994,20,7.0,512,768,59,8,2379
41608,20,7.0,704,512,62,8,2227
22705,20,7.0,512,512,71,8,1774
19172,50,14.0,512,960,5,8,6218
45254,20,7.0,768,768,63,8,3390
29919,20,7.0,512,512,5,8,1770
619,20,7.0,512,512,12,8,1773
53604,20,7.0,512,512,48,8,1766
52172,20,7.0,1024,512,11,8,3021
43057,20,7.0,512,512,58,8,1797
23672,20,7.0,512,512,44,8,1747
37833,20,7.0,512,768,85,8,2347
57530,20,7.0,512,512,93,8,1719
39374,20,0.1,1024,512,15,8,3134
25405,44,16.0,512,512,56,8,3384
12680,35,8.0,512,512,26,8,2744
18879,20,7.0,512,512,6,8,1758
14659,38,15.0,512,512,30,8,3233
9215,20,7.0,512,512,24,8,1761
57762,20,7.0,512,512,18,8,1763
20637,20,7.0,512,512,15,8,1762
56679,20,11.0,512,512,49,8,1768
54495,20,7.0,1024,512,52,8,3015
24150,8,7.0,512,512,15,8,1000
36419,20,10.0,768,512,17,8,2336
5833,20,7.0,512,768,35,8,2358
32208,20,10.0,1152,640,71,8,4494
58518,50,7.0,1024,576,35,8,8085
12322,21,7.0,512,512,23,8,1764
47145,20,7.0,512,512,66,8,1757
27844,20,7.0,512,512,3,8,1682
45211,20,7.0,768,768,59,8,3415
40892,20,7.0,704,896,55,8,3625
42285,20,7.0,512,512,42,8,1747
8065,20,7.0,512,512,40,8,1759
21962,20,7.0,512,768,14,8,2365
51235,20,7.0,512,512,6,8,1758
7932,20,7.0,512,512,44,8,1747
20251,20,7.0,704,512,7,8,2176
258,20,7.0,512,512,30,8,1732
141,20,7.0,512,512,16,8,1743
59066,20,7.0,1024,512,63,8,3010
16784,20,7.0,1024,512,24,8,3023
29030,20,7.0,512,512,24,8,1761
51318,20,7.0,512,768,38,8,2366
37354,20,7.0,512,512,20,8,1742
55887,20,7.0,512,512,28,8,1721
5405,50,18.0,512,512,60,8,3796
33065,20,7.0,512,512,6,8,1758
48093,20,7.0,1024,512,39,8,3040
10954,20,7.0,512,512,15,8,1762
38235,20,10.0,768,768,65,8,3371
14835,20,7.0,512,512,48,8,1766
48601,20,7.0,512,512,67,8,1757
44460,50,9.0,512,512,20,8,3614
28791,20,7.0,512,512,3,8,1682
15011,50,12.0,1280,512,31,8,8962
54813,20,7.0,512,512,18,8,1763
13697,50,7.0,512,512,8,8,3699
25458,5,7.0,1088,512,16,8,1244
24412,20,7.0,768,512,13,8,2347
4543,20,7.0,512,768,38,8,2366
36344,20,7.0,512,512,51,8,1756
35313,20,7.0,640,512,5,8,2024
41092,20,16.0,512,512,59,8,1798
7992,20,12.0,512,512,20,8,1732
52048,20,12.0,512,576,85,8,1842
53711,20,7.0,512,512,20,8,1742
26606,20,7.0,512,512,79,8,1824
48938,20,7.0,512,512,14,8,1762
56607,20,7.0,512,512,40,8,1759
8771,50,7.0,512,768,54,8,5287
49549,50,10.0,512,768,7,8,5320
20442,20,7.0,512,512,11,8,1759
21793,20,7.0,512,512,18,8,1763
36705,20,7.0,512,512,17,8,1763
37246,20,7.0,512,512,16,8,1743
49187,20,7.0,1024,512,38,8,3025
38605,20,9.0,768,512,59,8,2378
56105,20,7.0,512,512,17,8,1763
37709,20,14.5,512,512,16,8,1863
16666,50,7.0,512,512,21,8,3777
48666,20,7.0,512,512,64,8,1794
24471,20,7.0,512,512,12,8,1773
10668,20,7.0,512,512,7,8,1723
33643,20,9.1,1024,512,37,3,3104
14221,20,7.0,1024,512,60,8,3027
34976,20,15.0,640,512,77,8,2085
21634,20,7.0,704,512,22,8,2193
3587,50,20.0,512,512,53,8,3779
54192,20,10.0,512,512,53,8,1758
59000,20,7.0,512,512,29,8,1756
15114,20,7.0,512,704,50,8,2121
28755,20,7.0,512,512,14,8,1762
10694,20,7.0,512,512,20,8,1742
8642,50,7.0,512,512,44,8,3758
16748,27,7.0,512,640,83,8,2473
46145,50,20.0,512,512,44,8,3811
13482,20,12.0,1024,576,37,8,3363
3957,20,7.0,512,2048,6,8,5370
4157,20,10.0,512,640,76,8,2050
59024,20,7.0,512,512,19,8,1763
31436,20,15.0,512,896,29,8,2682
35363,20,5.0,512,512,44,8,1684
26721,20,7.0,512,512,4,8,1697
39935,20,7.0,512,512,3,8,1682
27022,20,7.0,512,512,17,8,1763
11180,50,7.0,512,512,11,8,3698
16951,20,7.0,704,512,12,8,2200
49643,20,7.0,512,512,61,8,1815
8098,20,7.0,1024,512,59,8,3034
36078,20,7.0,640,640,44,8,2333
19473,27,7.0,512,512,57,8,2241
37914,20,10.0,512,768,69,8,2343
13885,20,7.0,512,512,43,8,1747
42017,20,7.0,512,512,4,8,1697
29975,20,7.0,512,832,19,8,2372
23390,20,7.0,768,512,37,8,2340
20145,20,7.0,512,512,27,8,1721
27072,20,7.0,512,512,15,8,1762
49646,20,7.0,512,512,70,8,1739
29726,20,7.0,512,512,12,8,1773
39429,20,7.0,512,512,6,8,1758
31427,20,15.0,512,896,76,8,2651
12020,20,12.0,512,512,27,8,1777
26824,20,15.0,1216,512,28,8,3669
21806,20,3.6,640,512,113,8,2223
27514,20,7.0,512,512,22,8,1766
18825,20,7.0,512,768,45,8,2334
56201,20,7.0,512,576,19,8,1883
45141,20,7.0,512,512,43,8,1747
10227,20,7.0,512,512,6,8,1758
21214,20,7.0,512,512,9,8,1776
2003,20,7.0,512,512,49,8,1766
22066,20,7.0,512,512,41,8,1747
32574,20,10.0,512,768,39,8,2473
47488,20,7.0,512,512,12,8,1773
26192,20,7.0,512,512,15,8,1762
7317,27,10.0,512,640,50,8,2499
13398,20,7.0,1024,1024,8,8,6748
24125,7,7.0,512,512,16,8,1000
50769,20,7.0,512,512,23,8,1764
2146,20,10.0,704,512,9,8,2344
29241,20,7.0,512,512,12,8,1773
48522,20,10.0,512,512,16,8,1758
36978,20,7.0,768,512,27,8,2307
35294,20,5.0,512,512,61,8,1752
40939,20,7.0,704,896,58,8,3666
24586,20,16.0,512,512,75,8,1758
35134,20,7.0,512,512,13,8,1762
51777,20,7.0,512,768,78,8,2387
30156,20,7.0,512,512,14,8,1762
42875,20,11.79,1280,768,32,8,6104
37945,20,7.0,512,512,51,8,1756
4122,41,12.0,768,576,45,8,5524
7557,20,7.0,512,512,20,8,1742
13736,20,7.0,512,512,25,8,1708
44934,20,7.0,512,512,41,8,1747
50535,50,7.0,768,384,78,8,4738
11274,20,7.0,1024,512,49,8,3029
48371,20,7.0,512,512,28,8,1721
15958,20,7.0,512,704,77,8,2116
38944,20,7.0,512,640,54,8,2008
52002,50,10.0,832,1024,70,8,11692
12944,20,7.0,512,512,14,8,1762
17891,20,7.0,512,512,12,8,1773
10868,20,7.0,512,512,24,8,1761
44128,20,7.0,512,896,65,8,2669
31887,20,7.0,512,512,40,8,1759
43100,50,10.0,512,768,32,8,5300
13369,20,7.0,512,512,10,8,1707
48153,20,7.0,768,512,33,8,2311
43021,20,7.0,512,512,63,8,1796
49425,20,7.0,512,512,29,8,1756
24463,20,7.0,512,512,10,8,1707
51654,20,7.0,512,512,11,8,1759
21464,20,7.0,512,512,26,8,1721
50909,50,13.0,512,704,37,8,4916
54792,20,7.0,512,704,44,8,2112
16178,20,7.0,512,512,15,8,1762
34713,20,7.0,512,704,61,8,2145
19064,20,7.0,512,768,16,8,2337
38256,20,10.0,768,768,77,8,3397
21946,32,15.0,384,512,44,8,2281
11241,50,20.0,512,512,21,8,3768
24997,20,12.0,512,512,16,8,1773
47338,20,8.0,512,704,29,8,2141
29234,20,7.0,1024,512,36,8,3016
40441,20,7.0,512,512,73,8,1791
43549,50,7.0,512,512,28,8,3733
14343,20,12.0,512,512,94,8,1696
34343,20,7.0,512,512,28,8,1721
33645,20,9.1,1024,512,36,8,3013
55295,20,10.0,512,704,45,8,2114
41231,20,7.0,704,512,78,8,2229
53676,20,7.0,512,512,45,8,1750
38887,20,7.0,640,640,67,8,2318
28628,20,7.0,512,512,11,8,1759
20201,20,7.0,512,512,140,8,1808
1637,20,3.0,512,512,6,8,1827
44374,20,7.0,512,512,37,8,1763
50060,50,10.0,768,512,61,8,5259
35426,20,7.0,512,512,32,8,1726
45489,20,7.0,512,512,15,8,1762
7750,20,7.0,512,512,13,8,1762
30331,20,7.0,1024,512,17,8,3025
11335,20,7.0,512,768,41,8,2330
51459,50,12.0,512,512,20,8,3627
30899,20,7.0,768,512,17,8,2348
59035,20,7.0,512,512,12,8,1773
25666,20,7.0,512,512,8,8,1736
5782,20,13.0,1472,704,65,8,6487
16954,20,7.0,704,512,10,8,2156
24076,20,7.0,512,512,32,8,1726
42108,20,7.0,512,512,10,8,1707
32026,20,11.0,960,768,18,8,4723
34278,20,7.0,512,1024,61,8,3005
35420,20,10.0,512,768,69,8,2343
18570,20,7.0,512,512,37,8,1763
16599,20,16.0,704,704,96,8,2827
46227,20,7.0,704,512,80,8,2207
9393,20,7.0,512,512,11,8,1759
18295,20,7.0,512,512,51,8,1756
41353,20,7.0,512,640,59,8,2059
32721,20,7.0,512,512,12,8,1773
25512,20,7.0,512,512,18,8,1763
16642,20,7.0,512,512,9,8,1776
47467,20,7.0,768,512,26,8,2307
32300,20,7.0,512,704,41,8,2112
17434,20,7.0,512,512,4,8,1697
19717,20,13.0,768,1024,55,8,4730
44646,20,8.0,512,704,82,8,2137
149,20,7.0,1024,576,16,8,3299
25663,20,7.0,512,512,14,8,1762
19703,20,7.0,1024,1024,36,8,6687
48528,50,7.0,512,512,45,8,3762
53982,20,7.0,512,768,80,8,2366
13664,20,7.0,512,512,89,8,1671
23904,20,7.0,832,512,36,8,2581
43170,20,7.0,512,512,11,8,1759
27415,20,7.0,512,512,20,8,1742
2263,20,7.0,512,832,40,8,2358
40655,20,7.0,512,512,6,8,1758
24875,20,7.0,512,512,24,8,1761
18414,20,15.0,512,512,8,8,1747
25601,20,7.0,512,640,3,8,1986
36152,20,7.0,512,640,77,8,2025
2407,29,7.0,512,768,73,8,3224
26462,20,7.0,512,512,39,8,1787
11923,20,7.0,768,512,57,8,2384
22533,20,7.0,512,512,218,8,1585
26198,22,13.0,704,704,63,8,3336
32445,20,16.0,512,704,73,8,2092
15087,20,7.0,704,448,10,8,1860
55917,20,7.0,512,512,17,8,1763
5632,20,7.0,512,512,19,8,1763
43777,50,12.0,512,512,32,8,3753
4822,20,7.0,512,512,34,8,1716
6347,50,7.0,512,512,12,8,3715
37266,20,10.0,768,768,71,8,3382
35322,20,7.0,512,512,41,8,1747
1916,20,10.0,512,512,48,8,1761
21054,20,7.0,512,512,33,8,1716
27418,20,7.0,512,512,22,8,1766
26499,20,7.0,1024,768,38,8,4930
10383,20,7.0,512,512,33,8,1716
49180,20,7.0,1024,512,36,8,3016
5163,50,16.0,576,704,81,4,5217
33342,20,7.0,512,512,1,8,1664
51258,20,7.0,512,512,28,8,1721
46217,20,7.0,512,512,37,8,1763
13323,20,12.0,512,768,97,8,2268
39697,20,7.0,512,768,62,8,2365
29296,20,7.0,768,512,21,8,2359
15019,20,7.0,512,512,4,8,1697
42945,50,7.0,512,512,36,8,3783
15120,20,7.0,640,768,61,8,2755
48226,50,7.0,512,640,34,8,4329
42728,20,7.0,512,768,63,8,2355
3735,20,7.0,512,512,24,8,1761
12522,20,7.0,512,512,38,8,1772
47760,20,10.0,512,576,93,8,1781
13649,20,7.0,512,512,69,8,1774
22805,20,7.0,512,512,12,8,1773
47765,20,7.0,704,448,79,8,2077
50650,20,7.0,512,512,34,8,1716
21862,20,7.0,512,576,34,8,1830
21605,20,12.0,512,640,41,8,2046
46629,20,7.0,512,512,8,8,1736
5044,20,7.0,512,512,6,8,1758
3198,20,7.0,704,512,50,8,2183
53608,20,7.0,512,512,52,8,1752
11146,20,13.0,512,512,53,8,1766
17644,20,7.0,896,512,36,8,2730
56723,20,7.0,512,768,8,8,2363
4838,20,7.0,512,512,28,8,1721
58080,20,7.0,704,1024,51,8,4363
46029,20,7.0,640,640,73,8,2357
46209,20,7.0,512,512,16,8,1743
23723,20,7.0,512,704,15,8,2140
54723,20,7.0,512,512,9,8,1776
597,20,7.0,512,512,15,8,1762
4322,44,16.0,512,704,70,8,4337
43455,50,10.0,512,640,75,8,4362
9735,20,7.0,512,512,33,8,1716
45910,20,7.0,512,512,5,8,1770
51818,50,14.0,512,768,72,8,5237
44572,30,18.5,512,704,84,8,2884
54496,20,7.0,1024,512,55,8,3002
54591,20,7.0,512,704,47,8,2113
32713,20,7.0,512,704,5,8,2207
21351,20,7.0,512,512,30,8,1732
28361,20,7.0,512,704,57,8,2153
38761,20,12.0,1280,704,77,8,5651
58819,50,11.0,512,512,70,8,3751
7256,20,10.0,768,512,34,8,2306
31455,20,15.0,512,896,69,8,2650
44962,20,7.0,512,512,50,8,1756
30063,20,7.0,512,512,17,8,1763
5548,20,7.0,512,768,35,8,2358
44604,20,7.0,512,512,24,8,1761
49580,20,9.8,1024,512,53,8,3022
42237,20,7.0,512,768,41,8,2330
19648,20,7.0,512,512,69,8,1774
38422,20,19.0,1024,704,75,8,4630
23986,20,7.0,1280,704,17,8,5720
17460,20,10.0,512,704,69,8,2114
41388,20,7.0,512,512,8,8,1736
34599,20,10.0,1024,512,28,8,3001
46113,20,7.0,512,512,7,8,1723
16955,20,7.0,704,512,12,8,2200
45816,20,7.0,960,512,8,8,2960
11576,20,7.0,512,512,17,8,1763
47447,50,7.0,704,704,76,8,6365
